"loanid","readerid","bookid","loandate","duedate","daysoverdue"
68801,14384,83801,"2024-11-18","2024-12-16",7
89124,1495,28232,"2024-11-18","2024-12-16",7
70834,6750,68850,"2024-11-18","2024-12-16",7
68815,30804,17695,"2024-11-18","2024-12-16",7
97243,2677,52080,"2024-11-18","2024-12-16",7
90378,25855,56571,"2024-11-18","2024-12-16",7
89054,4417,10138,"2024-11-18","2024-12-16",7
98420,9707,72656,"2024-11-18","2024-12-16",7
89042,15320,7357,"2024-11-18","2024-12-16",7
90340,32171,74201,"2024-11-18","2024-12-16",7
90335,8457,74177,"2024-11-18","2024-12-16",7
69097,7218,33326,"2024-11-18","2024-12-16",7
90308,4479,88834,"2024-11-18","2024-12-16",7
90296,30072,38364,"2024-11-18","2024-12-16",7
69145,18445,95317,"2024-11-18","2024-12-16",7
54783,14134,55824,"2024-11-18","2024-12-16",7
69175,16509,26926,"2024-11-18","2024-12-16",7
69208,8411,71582,"2024-11-18","2024-12-16",7
70932,18023,87339,"2024-11-18","2024-12-16",7
69256,3300,74035,"2024-11-18","2024-12-16",7
99369,26011,52278,"2024-11-18","2024-12-16",7
88796,17424,86653,"2024-11-18","2024-12-16",7
70944,539,1946,"2024-11-18","2024-12-16",7
88793,26967,24480,"2024-11-18","2024-12-16",7
69288,25767,48177,"2024-11-18","2024-12-16",7
88788,10837,16074,"2024-11-18","2024-12-16",7
88782,7876,63650,"2024-11-18","2024-12-16",7
88780,27388,8682,"2024-11-18","2024-12-16",7
70955,1554,47663,"2024-11-18","2024-12-16",7
88774,1604,27042,"2024-11-18","2024-12-16",7
69331,22541,39942,"2024-11-18","2024-12-16",7
90052,19132,41606,"2024-11-18","2024-12-16",7
69337,5439,63330,"2024-11-18","2024-12-16",7
69340,32597,17122,"2024-11-18","2024-12-16",7
90042,25196,75374,"2024-11-18","2024-12-16",7
71138,9259,851,"2024-11-18","2024-12-16",7
60337,30601,11974,"2024-11-18","2024-12-16",7
69586,24341,49813,"2024-11-18","2024-12-16",7
71168,19026,80787,"2024-11-18","2024-12-16",7
71173,15979,94082,"2024-11-18","2024-12-16",7
69624,3329,85689,"2024-11-18","2024-12-16",7
69629,33027,28912,"2024-11-18","2024-12-16",7
54943,9963,19483,"2024-11-18","2024-12-16",7
89806,31910,87890,"2024-11-18","2024-12-16",7
69634,33138,83529,"2024-11-18","2024-12-16",7
71182,31387,50112,"2024-11-18","2024-12-16",7
55041,32633,33317,"2024-11-18","2024-12-16",7
99593,30924,38998,"2024-11-18","2024-12-16",7
98425,17929,87222,"2024-11-18","2024-12-16",7
89795,4785,78464,"2024-11-18","2024-12-16",7
69657,21151,50264,"2024-11-18","2024-12-16",7
71196,1237,72492,"2024-11-18","2024-12-16",7
69678,23341,6380,"2024-11-18","2024-12-16",7
89773,17569,28567,"2024-11-18","2024-12-16",7
71206,26133,61757,"2024-11-18","2024-12-16",7
69719,5662,8085,"2024-11-18","2024-12-16",7
97552,18967,28890,"2024-11-18","2024-12-16",7
88614,11631,85949,"2024-11-18","2024-12-16",7
71224,12236,77161,"2024-11-18","2024-12-16",7
88597,20398,5143,"2024-11-18","2024-12-16",7
71247,23574,80959,"2024-11-18","2024-12-16",7
69821,33325,55898,"2024-11-18","2024-12-16",7
88569,12952,68018,"2024-11-18","2024-12-16",7
69845,31539,30330,"2024-11-18","2024-12-16",7
69863,19526,74337,"2024-11-18","2024-12-16",7
63408,31912,7666,"2024-11-18","2024-12-16",7
71267,25142,11641,"2024-11-18","2024-12-16",7
88553,8414,47661,"2024-11-18","2024-12-16",7
89336,27865,62177,"2024-11-18","2024-12-16",7
70042,27669,90342,"2024-11-18","2024-12-16",7
88389,27736,52738,"2024-11-18","2024-12-16",7
88368,3924,64805,"2024-11-18","2024-12-16",7
70070,12634,12640,"2024-11-18","2024-12-16",7
88364,22286,88709,"2024-11-18","2024-12-16",7
89320,18046,2872,"2024-11-18","2024-12-16",7
70095,18363,75546,"2024-11-18","2024-12-16",7
99615,32648,18652,"2024-11-18","2024-12-16",7
88334,21449,16621,"2024-11-18","2024-12-16",7
88322,14611,76764,"2024-11-18","2024-12-16",7
89282,7813,97061,"2024-11-18","2024-12-16",7
70160,24515,87102,"2024-11-18","2024-12-16",7
89265,9937,81361,"2024-11-18","2024-12-16",7
89263,26042,10797,"2024-11-18","2024-12-16",7
88288,28665,63733,"2024-11-18","2024-12-16",7
89255,12053,28613,"2024-11-18","2024-12-16",7
70196,9246,7625,"2024-11-18","2024-12-16",7
71652,10556,63689,"2024-11-18","2024-12-16",7
70238,19930,83550,"2024-11-18","2024-12-16",7
70242,3489,51420,"2024-11-18","2024-12-16",7
89209,27044,7808,"2024-11-18","2024-12-16",7
88224,10030,50084,"2024-11-18","2024-12-16",7
71682,18573,44582,"2024-11-18","2024-12-16",7
89196,21121,14658,"2024-11-18","2024-12-16",7
70527,24379,19419,"2024-11-18","2024-12-16",7
89188,5513,65923,"2024-11-18","2024-12-16",7
97553,2419,35302,"2024-11-18","2024-12-16",7
70542,24417,29800,"2024-11-18","2024-12-16",7
99684,15033,30268,"2024-11-18","2024-12-16",7
71716,19350,28527,"2024-11-18","2024-12-16",7
63429,30530,7340,"2024-11-18","2024-12-16",7
88154,4148,61311,"2024-11-18","2024-12-16",7
60321,7663,15466,"2024-11-18","2024-12-16",7
71735,1690,73779,"2024-11-18","2024-12-16",7
70618,2111,62843,"2024-11-18","2024-12-16",7
71749,21070,531,"2024-11-18","2024-12-16",7
55168,11804,40027,"2024-11-18","2024-12-16",7
88136,21082,55653,"2024-11-18","2024-12-16",7
88958,2079,14867,"2024-11-18","2024-12-16",7
71916,7732,80204,"2024-11-18","2024-12-16",7
70672,20528,39327,"2024-11-18","2024-12-16",7
60317,28080,7320,"2024-11-18","2024-12-16",7
88119,3066,40000,"2024-11-18","2024-12-16",7
88116,24176,59526,"2024-11-18","2024-12-16",7
88921,30704,68194,"2024-11-18","2024-12-16",7
88911,26264,23228,"2024-11-18","2024-12-16",7
88908,29358,52415,"2024-11-18","2024-12-16",7
60309,32657,67109,"2024-11-18","2024-12-16",7
88892,32352,34297,"2024-11-18","2024-12-16",7
87918,17440,4694,"2024-11-18","2024-12-16",7
71962,20495,6101,"2024-11-18","2024-12-16",7
70764,28572,18548,"2024-11-18","2024-12-16",7
87895,13041,54112,"2024-11-18","2024-12-16",7
70766,27356,32428,"2024-11-18","2024-12-16",7
70772,26645,44830,"2024-11-18","2024-12-16",7
87882,15832,38941,"2024-11-18","2024-12-16",7
99736,22065,46872,"2024-11-18","2024-12-16",7
87850,10,75296,"2024-11-18","2024-12-16",7
99747,8372,23461,"2024-11-18","2024-12-16",7
60720,21220,42912,"2024-11-18","2024-12-16",7
71023,32862,49786,"2024-11-18","2024-12-16",7
71036,6799,49735,"2024-11-18","2024-12-16",7
72016,17122,13744,"2024-11-18","2024-12-16",7
87794,8475,38177,"2024-11-18","2024-12-16",7
72025,12419,11819,"2024-11-18","2024-12-16",7
99758,16100,66605,"2024-11-18","2024-12-16",7
71104,15496,99870,"2024-11-18","2024-12-16",7
71138,9259,851,"2024-11-18","2024-12-16",7
88614,11631,85949,"2024-11-18","2024-12-16",7
88597,20398,5143,"2024-11-18","2024-12-16",7
99271,6825,64890,"2024-11-18","2024-12-16",7
71168,19026,80787,"2024-11-18","2024-12-16",7
87706,31844,294,"2024-11-18","2024-12-16",7
71173,15979,94082,"2024-11-18","2024-12-16",7
71182,31387,50112,"2024-11-18","2024-12-16",7
88569,12952,68018,"2024-11-18","2024-12-16",7
71196,1237,72492,"2024-11-18","2024-12-16",7
87638,19986,79136,"2024-11-18","2024-12-16",7
71206,26133,61757,"2024-11-18","2024-12-16",7
87617,14404,4363,"2024-11-18","2024-12-16",7
71224,12236,77161,"2024-11-18","2024-12-16",7
72423,27177,79409,"2024-11-18","2024-12-16",7
88224,10030,50084,"2024-11-18","2024-12-16",7
71247,23574,80959,"2024-11-18","2024-12-16",7
87447,9754,16257,"2024-11-18","2024-12-16",7
87446,9252,78748,"2024-11-18","2024-12-16",7
87443,11448,75150,"2024-11-18","2024-12-16",7
71267,25142,11641,"2024-11-18","2024-12-16",7
87423,7308,23508,"2024-11-18","2024-12-16",7
71444,11203,79712,"2024-11-18","2024-12-16",7
71464,2698,39090,"2024-11-18","2024-12-16",7
88154,4148,61311,"2024-11-18","2024-12-16",7
88136,21082,55653,"2024-11-18","2024-12-16",7
87404,14790,71578,"2024-11-18","2024-12-16",7
71546,20741,67944,"2024-11-18","2024-12-16",7
88119,3066,40000,"2024-11-18","2024-12-16",7
88116,24176,59526,"2024-11-18","2024-12-16",7
87373,4772,41536,"2024-11-18","2024-12-16",7
87360,26270,18640,"2024-11-18","2024-12-16",7
55479,21612,32272,"2024-11-18","2024-12-16",7
87326,2804,84793,"2024-11-18","2024-12-16",7
71601,15653,99674,"2024-11-18","2024-12-16",7
72521,31283,24946,"2024-11-18","2024-12-16",7
87296,3174,20183,"2024-11-18","2024-12-16",7
87923,1047,21710,"2024-11-18","2024-12-16",7
87922,30883,29492,"2024-11-18","2024-12-16",7
87918,17440,4694,"2024-11-18","2024-12-16",7
72540,9250,18230,"2024-11-18","2024-12-16",7
87895,13041,54112,"2024-11-18","2024-12-16",7
99830,3413,34262,"2024-11-18","2024-12-16",7
96008,4884,85156,"2024-11-18","2024-12-16",7
62088,27260,28754,"2024-11-18","2024-12-16",7
87084,3383,62412,"2024-11-18","2024-12-16",7
71652,10556,63689,"2024-11-18","2024-12-16",7
87882,15832,38941,"2024-11-18","2024-12-16",7
55642,2607,59737,"2024-11-18","2024-12-16",7
71682,18573,44582,"2024-11-18","2024-12-16",7
87043,26914,90838,"2024-11-18","2024-12-16",7
87039,30231,94900,"2024-11-18","2024-12-16",7
87034,21416,92430,"2024-11-18","2024-12-16",7
71716,19350,28527,"2024-11-18","2024-12-16",7
96007,13760,41379,"2024-11-18","2024-12-16",7
72746,31475,12074,"2024-11-18","2024-12-16",7
87850,10,75296,"2024-11-18","2024-12-16",7
71735,1690,73779,"2024-11-18","2024-12-16",7
95989,9943,46666,"2024-11-18","2024-12-16",7
71749,21070,531,"2024-11-18","2024-12-16",7
71916,7732,80204,"2024-11-18","2024-12-16",7
72759,30033,96783,"2024-11-18","2024-12-16",7
55644,32437,75096,"2024-11-18","2024-12-16",7
95987,8031,66891,"2024-11-18","2024-12-16",7
71962,20495,6101,"2024-11-18","2024-12-16",7
87794,8475,38177,"2024-11-18","2024-12-16",7
86977,3075,27679,"2024-11-18","2024-12-16",7
72016,17122,13744,"2024-11-18","2024-12-16",7
72025,12419,11819,"2024-11-18","2024-12-16",7
87585,11958,60189,"2024-11-18","2024-12-16",7
86970,5648,18465,"2024-11-18","2024-12-16",7
87567,29319,3039,"2024-11-18","2024-12-16",7
50976,20456,42216,"2024-11-18","2024-12-16",7
72097,28148,10402,"2024-11-18","2024-12-16",7
87549,31988,79925,"2024-11-18","2024-12-16",7
72127,12003,30270,"2024-11-18","2024-12-16",7
51007,16411,50300,"2024-11-18","2024-12-16",7
62086,8553,29975,"2024-11-18","2024-12-16",7
72147,28793,49201,"2024-11-18","2024-12-16",7
72150,9460,17281,"2024-11-18","2024-12-16",7
86903,1223,25969,"2024-11-18","2024-12-16",7
72155,1395,8428,"2024-11-18","2024-12-16",7
72170,29667,31251,"2024-11-18","2024-12-16",7
86872,24765,66106,"2024-11-18","2024-12-16",7
60279,20265,8603,"2024-11-18","2024-12-16",7
72204,12201,97041,"2024-11-18","2024-12-16",7
73041,6523,69963,"2024-11-18","2024-12-16",7
72220,28415,61245,"2024-11-18","2024-12-16",7
52070,15442,16246,"2024-11-18","2024-12-16",7
87479,9295,71247,"2024-11-18","2024-12-16",7
95964,13640,59550,"2024-11-18","2024-12-16",7
72243,14665,165,"2024-11-18","2024-12-16",7
52768,13414,45637,"2024-11-18","2024-12-16",7
73060,24276,99273,"2024-11-18","2024-12-16",7
86832,24272,72193,"2024-11-18","2024-12-16",7
72298,32287,25987,"2024-11-18","2024-12-16",7
72343,6438,41644,"2024-11-18","2024-12-16",7
86636,11537,47630,"2024-11-18","2024-12-16",7
73101,25192,22093,"2024-11-18","2024-12-16",7
53554,24505,80763,"2024-11-18","2024-12-16",7
72364,11966,96369,"2024-11-18","2024-12-16",7
72366,32120,25145,"2024-11-18","2024-12-16",7
86626,16044,2902,"2024-11-18","2024-12-16",7
87084,3383,62412,"2024-11-18","2024-12-16",7
86619,4429,3110,"2024-11-18","2024-12-16",7
72540,9250,18230,"2024-11-18","2024-12-16",7
72553,26564,47901,"2024-11-18","2024-12-16",7
86600,7402,21834,"2024-11-18","2024-12-16",7
86596,14963,44579,"2024-11-18","2024-12-16",7
72579,2142,97056,"2024-11-18","2024-12-16",7
87043,26914,90838,"2024-11-18","2024-12-16",7
87039,30231,94900,"2024-11-18","2024-12-16",7
87034,21416,92430,"2024-11-18","2024-12-16",7
72622,30889,91801,"2024-11-18","2024-12-16",7
73159,17862,29402,"2024-11-18","2024-12-16",7
72632,13104,27597,"2024-11-18","2024-12-16",7
72664,21689,60741,"2024-11-18","2024-12-16",7
53916,18686,15520,"2024-11-18","2024-12-16",7
86518,30839,66656,"2024-11-18","2024-12-16",7
72674,5449,53974,"2024-11-18","2024-12-16",7
86816,9824,76858,"2024-11-18","2024-12-16",7
54251,14815,57243,"2024-11-18","2024-12-16",7
86814,27222,26964,"2024-11-18","2024-12-16",7
54646,15956,25090,"2024-11-18","2024-12-16",7
98075,29738,92720,"2024-11-18","2024-12-16",7
86786,233,49340,"2024-11-18","2024-12-16",7
72891,32843,86352,"2024-11-18","2024-12-16",7
72892,11132,77442,"2024-11-18","2024-12-16",7
72915,29993,66136,"2024-11-18","2024-12-16",7
86430,3117,33164,"2024-11-18","2024-12-16",7
73402,8846,8125,"2024-11-18","2024-12-16",7
86770,20316,64456,"2024-11-18","2024-12-16",7
54783,14134,55824,"2024-11-18","2024-12-16",7
86424,17402,83684,"2024-11-18","2024-12-16",7
86769,15176,68293,"2024-11-18","2024-12-16",7
86765,1381,39540,"2024-11-18","2024-12-16",7
55041,32633,33317,"2024-11-18","2024-12-16",7
72919,17354,65091,"2024-11-18","2024-12-16",7
73412,5276,25893,"2024-11-18","2024-12-16",7
73413,14991,4478,"2024-11-18","2024-12-16",7
86406,20378,83959,"2024-11-18","2024-12-16",7
86401,31671,72716,"2024-11-18","2024-12-16",7
86394,10413,46569,"2024-11-18","2024-12-16",7
86393,16397,94857,"2024-11-18","2024-12-16",7
56096,26744,3031,"2024-11-18","2024-12-16",7
55479,21612,32272,"2024-11-18","2024-12-16",7
73454,14329,91154,"2024-11-18","2024-12-16",7
86720,5800,16888,"2024-11-18","2024-12-16",7
56096,26744,3031,"2024-11-18","2024-12-16",7
73041,6523,69963,"2024-11-18","2024-12-16",7
86186,31337,46834,"2024-11-18","2024-12-16",7
86689,12730,79070,"2024-11-18","2024-12-16",7
86688,26581,69495,"2024-11-18","2024-12-16",7
86164,12398,45077,"2024-11-18","2024-12-16",7
73060,24276,99273,"2024-11-18","2024-12-16",7
86154,15434,41780,"2024-11-18","2024-12-16",7
73101,25192,22093,"2024-11-18","2024-12-16",7
86134,10541,25293,"2024-11-18","2024-12-16",7
95947,11398,61277,"2024-11-18","2024-12-16",7
99830,3413,34262,"2024-11-18","2024-12-16",7
58100,28487,93206,"2024-11-18","2024-12-16",7
86115,25349,2169,"2024-11-18","2024-12-16",7
73159,17862,29402,"2024-11-18","2024-12-16",7
86084,4336,26253,"2024-11-18","2024-12-16",7
62081,31782,47164,"2024-11-18","2024-12-16",7
86275,29762,84565,"2024-11-18","2024-12-16",7
73191,10757,35879,"2024-11-18","2024-12-16",7
73882,13314,4178,"2024-11-18","2024-12-16",7
73883,12130,3886,"2024-11-18","2024-12-16",7
86055,9299,42742,"2024-11-18","2024-12-16",7
86047,15503,86346,"2024-11-18","2024-12-16",7
73222,29399,14681,"2024-11-18","2024-12-16",7
73230,15143,18279,"2024-11-18","2024-12-16",7
86241,27254,37830,"2024-11-18","2024-12-16",7
86033,28539,53594,"2024-11-18","2024-12-16",7
73899,24262,31995,"2024-11-18","2024-12-16",7
86023,25213,54264,"2024-11-18","2024-12-16",7
73255,15297,51857,"2024-11-18","2024-12-16",7
73260,14001,85863,"2024-11-18","2024-12-16",7
73282,1588,61187,"2024-11-18","2024-12-16",7
86033,28539,53594,"2024-11-18","2024-12-16",7
85992,19846,98665,"2024-11-18","2024-12-16",7
73947,29048,24399,"2024-11-18","2024-12-16",7
73310,29294,17742,"2024-11-18","2024-12-16",7
86023,25213,54264,"2024-11-18","2024-12-16",7
58762,20508,99238,"2024-11-18","2024-12-16",7
73491,11199,72368,"2024-11-18","2024-12-16",7
58859,17014,30300,"2024-11-18","2024-12-16",7
85992,19846,98665,"2024-11-18","2024-12-16",7
73512,7265,55657,"2024-11-18","2024-12-16",7
59216,25890,48439,"2024-11-18","2024-12-16",7
85955,12894,49562,"2024-11-18","2024-12-16",7
85943,18403,11314,"2024-11-18","2024-12-16",7
85955,12894,49562,"2024-11-18","2024-12-16",7
59307,29974,69222,"2024-11-18","2024-12-16",7
85921,3021,34319,"2024-11-18","2024-12-16",7
98645,19219,55734,"2024-11-18","2024-12-16",7
73575,9405,47480,"2024-11-18","2024-12-16",7
73578,23489,58107,"2024-11-18","2024-12-16",7
85913,32144,93428,"2024-11-18","2024-12-16",7
85912,3239,92923,"2024-11-18","2024-12-16",7
73582,8327,43856,"2024-11-18","2024-12-16",7
85903,24951,3994,"2024-11-18","2024-12-16",7
85943,18403,11314,"2024-11-18","2024-12-16",7
63698,14054,36778,"2024-11-18","2024-12-16",7
62149,14829,29904,"2024-11-18","2024-12-16",7
85921,3021,34319,"2024-11-18","2024-12-16",7
85913,32144,93428,"2024-11-18","2024-12-16",7
85912,3239,92923,"2024-11-18","2024-12-16",7
85903,24951,3994,"2024-11-18","2024-12-16",7
74215,15369,66504,"2024-11-18","2024-12-16",7
73882,13314,4178,"2024-11-18","2024-12-16",7
73883,12130,3886,"2024-11-18","2024-12-16",7
73899,24262,31995,"2024-11-18","2024-12-16",7
85683,417,67669,"2024-11-18","2024-12-16",7
85671,22181,22778,"2024-11-18","2024-12-16",7
85663,20813,97354,"2024-11-18","2024-12-16",7
73947,29048,24399,"2024-11-18","2024-12-16",7
85659,26330,43212,"2024-11-18","2024-12-16",7
85645,6593,48621,"2024-11-18","2024-12-16",7
74257,3100,32574,"2024-11-18","2024-12-16",7
85639,21248,5143,"2024-11-18","2024-12-16",7
85683,417,67669,"2024-11-18","2024-12-16",7
85671,22181,22778,"2024-11-18","2024-12-16",7
73970,27038,18478,"2024-11-18","2024-12-16",7
98005,1238,64183,"2024-11-18","2024-12-16",7
85663,20813,97354,"2024-11-18","2024-12-16",7
85659,26330,43212,"2024-11-18","2024-12-16",7
98003,32814,7578,"2024-11-18","2024-12-16",7
85645,6593,48621,"2024-11-18","2024-12-16",7
85639,21248,5143,"2024-11-18","2024-12-16",7
74005,2553,95013,"2024-11-18","2024-12-16",7
50848,13977,67409,"2024-11-18","2024-12-16",7
74455,29175,94384,"2024-11-18","2024-12-16",7
74065,32546,10442,"2024-11-18","2024-12-16",7
85557,19855,91501,"2024-11-18","2024-12-16",7
85537,289,85357,"2024-11-18","2024-12-16",7
74271,31365,34561,"2024-11-18","2024-12-16",7
74303,19067,66685,"2024-11-18","2024-12-16",7
74306,30821,31123,"2024-11-18","2024-12-16",7
74326,9154,82330,"2024-11-18","2024-12-16",7
85385,5016,10236,"2024-11-18","2024-12-16",7
74327,17312,63841,"2024-11-18","2024-12-16",7
85381,19958,32922,"2024-11-18","2024-12-16",7
85485,16748,69371,"2024-11-18","2024-12-16",7
74355,17191,94590,"2024-11-18","2024-12-16",7
62076,10581,13480,"2024-11-18","2024-12-16",7
62559,10067,51518,"2024-11-18","2024-12-16",7
99054,2551,32549,"2024-11-18","2024-12-16",7
74531,773,30490,"2024-11-18","2024-12-16",7
85332,23258,55077,"2024-11-18","2024-12-16",7
85329,2479,52833,"2024-11-18","2024-12-16",7
85308,15521,52669,"2024-11-18","2024-12-16",7
85246,22794,46186,"2024-11-18","2024-12-16",7
74455,29175,94384,"2024-11-18","2024-12-16",7
85234,4276,84769,"2024-11-18","2024-12-16",7
85289,18034,20255,"2024-11-18","2024-12-16",7
85233,23369,41654,"2024-11-18","2024-12-16",7
60855,29477,23496,"2024-11-18","2024-12-16",7
85278,10049,42059,"2024-11-18","2024-12-16",7
95887,9117,48999,"2024-11-18","2024-12-16",7
74902,1287,61435,"2024-11-18","2024-12-16",7
85266,16965,35842,"2024-11-18","2024-12-16",7
85203,1752,7914,"2024-11-18","2024-12-16",7
85264,25135,17269,"2024-11-18","2024-12-16",7
97983,1156,19270,"2024-11-18","2024-12-16",7
74913,31724,51056,"2024-11-18","2024-12-16",7
74531,773,30490,"2024-11-18","2024-12-16",7
85192,12376,26693,"2024-11-18","2024-12-16",7
74927,27974,38094,"2024-11-18","2024-12-16",7
85179,29856,53030,"2024-11-18","2024-12-16",7
84924,17868,75736,"2024-11-18","2024-12-16",7
74939,30867,3459,"2024-11-18","2024-12-16",7
85171,25079,45108,"2024-11-18","2024-12-16",7
74951,17689,4244,"2024-11-18","2024-12-16",7
85146,28548,48909,"2024-11-18","2024-12-16",7
74641,20742,72268,"2024-11-18","2024-12-16",7
97982,12545,71629,"2024-11-18","2024-12-16",7
85129,23496,42021,"2024-11-18","2024-12-16",7
99047,31836,44550,"2024-11-18","2024-12-16",7
85120,17453,25488,"2024-11-18","2024-12-16",7
74981,16349,78747,"2024-11-18","2024-12-16",7
85108,18995,37733,"2024-11-18","2024-12-16",7
84924,17868,75736,"2024-11-18","2024-12-16",7
84873,25338,413,"2024-11-18","2024-12-16",7
74673,12999,18655,"2024-11-18","2024-12-16",7
74682,348,34892,"2024-11-18","2024-12-16",7
84848,17271,23953,"2024-11-18","2024-12-16",7
84873,25338,413,"2024-11-18","2024-12-16",7
84848,17271,23953,"2024-11-18","2024-12-16",7
84830,16228,38643,"2024-11-18","2024-12-16",7
74720,21940,10801,"2024-11-18","2024-12-16",7
84821,25968,95837,"2024-11-18","2024-12-16",7
84830,16228,38643,"2024-11-18","2024-12-16",7
84821,25968,95837,"2024-11-18","2024-12-16",7
84799,28008,58191,"2024-11-18","2024-12-16",7
60861,20322,23522,"2024-11-18","2024-12-16",7
84784,32900,39621,"2024-11-18","2024-12-16",7
84799,28008,58191,"2024-11-18","2024-12-16",7
75066,14161,73241,"2024-11-18","2024-12-16",7
60867,3554,87295,"2024-11-18","2024-12-16",7
60872,30452,29785,"2024-11-18","2024-12-16",7
75109,6558,62927,"2024-11-18","2024-12-16",7
75240,15623,30506,"2024-11-18","2024-12-16",7
84599,24227,26123,"2024-11-18","2024-12-16",7
84597,21488,56332,"2024-11-18","2024-12-16",7
84741,1780,2348,"2024-11-18","2024-12-16",7
75126,25289,22993,"2024-11-18","2024-12-16",7
84735,10504,46883,"2024-11-18","2024-12-16",7
75127,30537,17230,"2024-11-18","2024-12-16",7
75158,7547,4589,"2024-11-18","2024-12-16",7
75165,21302,93390,"2024-11-18","2024-12-16",7
84709,6754,16151,"2024-11-18","2024-12-16",7
84703,28473,67013,"2024-11-18","2024-12-16",7
63751,700,56022,"2024-11-18","2024-12-16",7
75166,6631,71250,"2024-11-18","2024-12-16",7
75175,8431,78753,"2024-11-18","2024-12-16",7
75191,16943,44790,"2024-11-18","2024-12-16",7
84547,1558,11506,"2024-11-18","2024-12-16",7
95839,6383,14292,"2024-11-18","2024-12-16",7
95838,8767,15530,"2024-11-18","2024-12-16",7
75461,1191,15311,"2024-11-18","2024-12-16",7
84482,4403,44990,"2024-11-18","2024-12-16",7
75500,1316,87266,"2024-11-18","2024-12-16",7
75327,6999,37973,"2024-11-18","2024-12-16",7
63913,9486,10689,"2024-11-18","2024-12-16",7
84305,19310,17913,"2024-11-18","2024-12-16",7
75339,31635,45907,"2024-11-18","2024-12-16",7
75520,27660,14257,"2024-11-18","2024-12-16",7
75548,663,82214,"2024-11-18","2024-12-16",7
75353,16848,71920,"2024-11-18","2024-12-16",7
84444,9888,18953,"2024-11-18","2024-12-16",7
63916,4104,45097,"2024-11-18","2024-12-16",7
84413,5053,77541,"2024-11-18","2024-12-16",7
97805,22883,42314,"2024-11-18","2024-12-16",7
75619,21308,50414,"2024-11-18","2024-12-16",7
84400,3888,89098,"2024-11-18","2024-12-16",7
75548,663,82214,"2024-11-18","2024-12-16",7
84395,989,3566,"2024-11-18","2024-12-16",7
84238,6372,14744,"2024-11-18","2024-12-16",7
56767,1892,47462,"2024-11-18","2024-12-16",7
99027,24097,41312,"2024-11-18","2024-12-16",7
75655,4770,20080,"2024-11-18","2024-12-16",7
84361,27972,41386,"2024-11-18","2024-12-16",7
84359,9694,49514,"2024-11-18","2024-12-16",7
75674,19078,35025,"2024-11-18","2024-12-16",7
84348,9759,44160,"2024-11-18","2024-12-16",7
75834,22146,69963,"2024-11-18","2024-12-16",7
84338,7301,30509,"2024-11-18","2024-12-16",7
97800,13845,30414,"2024-11-18","2024-12-16",7
84186,1944,68707,"2024-11-18","2024-12-16",7
84185,33308,86998,"2024-11-18","2024-12-16",7
84305,19310,17913,"2024-11-18","2024-12-16",7
84172,31803,69597,"2024-11-18","2024-12-16",7
84171,32728,73106,"2024-11-18","2024-12-16",7
75619,21308,50414,"2024-11-18","2024-12-16",7
83840,22610,68650,"2024-11-18","2024-12-16",7
83832,25732,22564,"2024-11-18","2024-12-16",7
60894,2873,67578,"2024-11-18","2024-12-16",7
83824,31393,93615,"2024-11-18","2024-12-16",7
60902,10403,40847,"2024-11-18","2024-12-16",7
95801,29066,34916,"2024-11-18","2024-12-16",7
97787,14579,85481,"2024-11-18","2024-12-16",7
84238,6372,14744,"2024-11-18","2024-12-16",7
83808,12520,97665,"2024-11-18","2024-12-16",7
83792,15742,51317,"2024-11-18","2024-12-16",7
83790,10587,77088,"2024-11-18","2024-12-16",7
75655,4770,20080,"2024-11-18","2024-12-16",7
95797,5045,94136,"2024-11-18","2024-12-16",7
83785,32221,58225,"2024-11-18","2024-12-16",7
60910,10823,77834,"2024-11-18","2024-12-16",7
83782,32398,61217,"2024-11-18","2024-12-16",7
83778,33067,99419,"2024-11-18","2024-12-16",7
75674,19078,35025,"2024-11-18","2024-12-16",7
83770,17124,55273,"2024-11-18","2024-12-16",7
75679,29103,2011,"2024-11-18","2024-12-16",7
75680,30500,44239,"2024-11-18","2024-12-16",7
76178,21297,24472,"2024-11-18","2024-12-16",7
83763,17617,2476,"2024-11-18","2024-12-16",7
84186,1944,68707,"2024-11-18","2024-12-16",7
84185,33308,86998,"2024-11-18","2024-12-16",7
76005,13017,52953,"2024-11-18","2024-12-16",7
76180,28877,35711,"2024-11-18","2024-12-16",7
83760,20723,71593,"2024-11-18","2024-12-16",7
98672,14657,56094,"2024-11-18","2024-12-16",7
76200,23003,51927,"2024-11-18","2024-12-16",7
84172,31803,69597,"2024-11-18","2024-12-16",7
84171,32728,73106,"2024-11-18","2024-12-16",7
76202,2588,88451,"2024-11-18","2024-12-16",7
76206,32625,28925,"2024-11-18","2024-12-16",7
95788,3145,40747,"2024-11-18","2024-12-16",7
76032,20973,30560,"2024-11-18","2024-12-16",7
83966,25401,1220,"2024-11-18","2024-12-16",7
83965,26881,8451,"2024-11-18","2024-12-16",7
76217,9762,33889,"2024-11-18","2024-12-16",7
76228,22216,33866,"2024-11-18","2024-12-16",7
76239,26006,24421,"2024-11-18","2024-12-16",7
83952,439,68064,"2024-11-18","2024-12-16",7
83945,32708,55231,"2024-11-18","2024-12-16",7
95612,126,82289,"2024-11-18","2024-12-16",7
95602,10263,97357,"2024-11-18","2024-12-16",7
83717,21725,19292,"2024-11-18","2024-12-16",7
