"cardid","readerid","expirationdate","daysleft"
18407,18407,"2026-12-23",730
27894,27894,"2026-12-23",730
400,400,"2026-12-23",730
19531,19531,"2026-12-23",730
25867,25867,"2026-12-24",731
11094,11094,"2026-12-24",731
20954,20954,"2026-12-24",731
9653,9653,"2026-12-24",731
6018,6018,"2026-12-24",731
17145,17145,"2026-12-24",731
23505,23505,"2026-12-25",732
14036,14036,"2026-12-25",732
24603,24603,"2026-12-25",732
957,957,"2026-12-25",732
3304,3304,"2026-12-26",733
5545,5545,"2026-12-27",734
11573,11573,"2026-12-27",734
1025,1025,"2026-12-27",734
27933,27933,"2026-12-28",735
23041,23041,"2026-12-28",735
31483,31483,"2026-12-28",735
16506,16506,"2026-12-28",735
6667,6667,"2026-12-28",735
7378,7378,"2026-12-28",735
9580,9580,"2026-12-28",735
28251,28251,"2026-12-29",736
19275,19275,"2026-12-29",736
29478,29478,"2026-12-29",736
10640,10640,"2026-12-29",736
20620,20620,"2026-12-29",736
31993,31993,"2026-12-29",736
32540,32540,"2026-12-29",736
21637,21637,"2026-12-29",736
27024,27024,"2026-12-29",736
12904,12904,"2026-12-29",736
6897,6897,"2026-12-29",736
1844,1844,"2026-12-30",737
10708,10708,"2026-12-30",737
31972,31972,"2026-12-30",737
3298,3298,"2026-12-30",737
16485,16485,"2026-12-30",737
23978,23978,"2026-12-31",738
17356,17356,"2026-12-31",738
7393,7393,"2027-01-01",739
5357,5357,"2027-01-01",739
28601,28601,"2027-01-01",739
30594,30594,"2027-01-01",739
3920,3920,"2027-01-02",740
1900,1900,"2027-01-02",740
16461,16461,"2027-01-02",740
7931,7931,"2027-01-02",740
6527,6527,"2027-01-02",740
29246,29246,"2027-01-02",740
12613,12613,"2027-01-03",741
2362,2362,"2027-01-03",741
5187,5187,"2027-01-03",741
24558,24558,"2027-01-03",741
20143,20143,"2027-01-04",742
15004,15004,"2027-01-04",742
9261,9261,"2027-01-04",742
9090,9090,"2027-01-04",742
19071,19071,"2027-01-05",743
22690,22690,"2027-01-05",743
6183,6183,"2027-01-06",744
29714,29714,"2027-01-06",744
12374,12374,"2027-01-06",744
3337,3337,"2027-01-06",744
33186,33186,"2027-01-06",744
13866,13866,"2027-01-06",744
313,313,"2027-01-07",745
10913,10913,"2027-01-07",745
19147,19147,"2027-01-07",745
9124,9124,"2027-01-07",745
25074,25074,"2027-01-07",745
22040,22040,"2027-01-08",746
209,209,"2027-01-08",746
977,977,"2027-01-08",746
32465,32465,"2027-01-08",746
1055,1055,"2027-01-08",746
30364,30364,"2027-01-08",746
33139,33139,"2027-01-09",747
27573,27573,"2027-01-09",747
29883,29883,"2027-01-09",747
16331,16331,"2027-01-09",747
28085,28085,"2027-01-10",748
29187,29187,"2027-01-10",748
26401,26401,"2027-01-10",748
30585,30585,"2027-01-10",748
821,821,"2027-01-10",748
2421,2421,"2027-01-10",748
26578,26578,"2027-01-10",748
16277,16277,"2027-01-11",749
18305,18305,"2027-01-11",749
33076,33076,"2027-01-11",749
15468,15468,"2027-01-12",750
32336,32336,"2027-01-12",750
30425,30425,"2027-01-12",750
24881,24881,"2027-01-12",750
27923,27923,"2027-01-13",751
7833,7833,"2027-01-13",751
4874,4874,"2027-01-13",751
14253,14253,"2027-01-13",751
25168,25168,"2027-01-13",751
9131,9131,"2027-01-14",752
20727,20727,"2027-01-15",753
13637,13637,"2027-01-15",753
5391,5391,"2027-01-15",753
22323,22323,"2027-01-16",754
23043,23043,"2027-01-16",754
3303,3303,"2027-01-16",754
19369,19369,"2027-01-16",754
13845,13845,"2027-01-17",755
6823,6823,"2027-01-17",755
25714,25714,"2027-01-17",755
12481,12481,"2027-01-18",756
13066,13066,"2027-01-18",756
7825,7825,"2027-01-18",756
27340,27340,"2027-01-18",756
10095,10095,"2027-01-18",756
28180,28180,"2027-01-18",756
8283,8283,"2027-01-18",756
6597,6597,"2027-01-19",757
8858,8858,"2027-01-19",757
7240,7240,"2027-01-19",757
11654,11654,"2027-01-19",757
29643,29643,"2027-01-19",757
12023,12023,"2027-01-20",758
9521,9521,"2027-01-20",758
5528,5528,"2027-01-20",758
23168,23168,"2027-01-20",758
11985,11985,"2027-01-20",758
107,107,"2027-01-20",758
29867,29867,"2027-01-21",759
12154,12154,"2027-01-22",760
552,552,"2027-01-22",760
27587,27587,"2027-01-22",760
30646,30646,"2027-01-22",760
7632,7632,"2027-01-23",761
6799,6799,"2027-01-23",761
33093,33093,"2027-01-23",761
2501,2501,"2027-01-24",762
24746,24746,"2027-01-25",763
9529,9529,"2027-01-25",763
31159,31159,"2027-01-25",763
299,299,"2027-01-25",763
19633,19633,"2027-01-25",763
13406,13406,"2027-01-26",764
15928,15928,"2027-01-26",764
8152,8152,"2027-01-26",764
30453,30453,"2027-01-26",764
11020,11020,"2027-01-26",764
19668,19668,"2027-01-26",764
16164,16164,"2027-01-27",765
19067,19067,"2027-01-27",765
5937,5937,"2027-01-28",766
10979,10979,"2027-01-28",766
2366,2366,"2027-01-28",766
3677,3677,"2027-01-29",767
19333,19333,"2027-01-29",767
3275,3275,"2027-01-29",767
1703,1703,"2027-01-29",767
16814,16814,"2027-01-29",767
20684,20684,"2027-01-30",768
6513,6513,"2027-01-30",768
3964,3964,"2027-01-30",768
33015,33015,"2027-01-30",768
1764,1764,"2027-01-30",768
19493,19493,"2027-01-31",769
13686,13686,"2027-01-31",769
16032,16032,"2027-02-01",770
12877,12877,"2027-02-01",770
13311,13311,"2027-02-01",770
26443,26443,"2027-02-01",770
10339,10339,"2027-02-01",770
27497,27497,"2027-02-02",771
19289,19289,"2027-02-02",771
7741,7741,"2027-02-02",771
6959,6959,"2027-02-02",771
19695,19695,"2027-02-02",771
22715,22715,"2027-02-02",771
7204,7204,"2027-02-02",771
25715,25715,"2027-02-02",771
22140,22140,"2027-02-03",772
32847,32847,"2027-02-04",773
7383,7383,"2027-02-04",773
19779,19779,"2027-02-04",773
8043,8043,"2027-02-04",773
9805,9805,"2027-02-05",774
2132,2132,"2027-02-05",774
31671,31671,"2027-02-05",774
20907,20907,"2027-02-06",775
2617,2617,"2027-02-06",775
8360,8360,"2027-02-06",775
15054,15054,"2027-02-06",775
18755,18755,"2027-02-06",775
21310,21310,"2027-02-06",775
26224,26224,"2027-02-07",776
19977,19977,"2027-02-07",776
23875,23875,"2027-02-08",777
13568,13568,"2027-02-08",777
3526,3526,"2027-02-08",777
28876,28876,"2027-02-08",777
28396,28396,"2027-02-08",777
26254,26254,"2027-02-08",777
28778,28778,"2027-02-09",778
23378,23378,"2027-02-09",778
5423,5423,"2027-02-09",778
32858,32858,"2027-02-09",778
14352,14352,"2027-02-10",779
5347,5347,"2027-02-10",779
28996,28996,"2027-02-10",779
2758,2758,"2027-02-10",779
31685,31685,"2027-02-10",779
880,880,"2027-02-11",780
17109,17109,"2027-02-11",780
5269,5269,"2027-02-11",780
23969,23969,"2027-02-11",780
1953,1953,"2027-02-11",780
27626,27626,"2027-02-11",780
20290,20290,"2027-02-12",781
14308,14308,"2027-02-12",781
6398,6398,"2027-02-12",781
22390,22390,"2027-02-12",781
44,44,"2027-02-12",781
15415,15415,"2027-02-12",781
23509,23509,"2027-02-12",781
14697,14697,"2027-02-13",782
33196,33196,"2027-02-13",782
16890,16890,"2027-02-13",782
23064,23064,"2027-02-13",782
5299,5299,"2027-02-13",782
7479,7479,"2027-02-14",783
21728,21728,"2027-02-14",783
14579,14579,"2027-02-15",784
17956,17956,"2027-02-15",784
18537,18537,"2027-02-15",784
9515,9515,"2027-02-15",784
1517,1517,"2027-02-15",784
898,898,"2027-02-15",784
14050,14050,"2027-02-15",784
8180,8180,"2027-02-15",784
27972,27972,"2027-02-15",784
23262,23262,"2027-02-15",784
9913,9913,"2027-02-16",785
24380,24380,"2027-02-16",785
9824,9824,"2027-02-16",785
249,249,"2027-02-17",786
19358,19358,"2027-02-17",786
20231,20231,"2027-02-17",786
30608,30608,"2027-02-17",786
17393,17393,"2027-02-17",786
28474,28474,"2027-02-17",786
7366,7366,"2027-02-17",786
6149,6149,"2027-02-18",787
31700,31700,"2027-02-18",787
21548,21548,"2027-02-18",787
32942,32942,"2027-02-18",787
33320,33320,"2027-02-18",787
2027,2027,"2027-02-18",787
799,799,"2027-02-18",787
24860,24860,"2027-02-18",787
4269,4269,"2027-02-18",787
24897,24897,"2027-02-19",788
25523,25523,"2027-02-19",788
1451,1451,"2027-02-19",788
24690,24690,"2027-02-20",789
27891,27891,"2027-02-20",789
30055,30055,"2027-02-20",789
18455,18455,"2027-02-20",789
4036,4036,"2027-02-20",789
626,626,"2027-02-20",789
1173,1173,"2027-02-21",790
15570,15570,"2027-02-21",790
8082,8082,"2027-02-21",790
18332,18332,"2027-02-21",790
20042,20042,"2027-02-21",790
8428,8428,"2027-02-22",791
30558,30558,"2027-02-22",791
2523,2523,"2027-02-22",791
4730,4730,"2027-02-23",792
13156,13156,"2027-02-23",792
19949,19949,"2027-02-23",792
26634,26634,"2027-02-23",792
30816,30816,"2027-02-23",792
438,438,"2027-02-23",792
21305,21305,"2027-02-23",792
18605,18605,"2027-02-24",793
26825,26825,"2027-02-24",793
3858,3858,"2027-02-24",793
15184,15184,"2027-02-24",793
20385,20385,"2027-02-24",793
1568,1568,"2027-02-24",793
17592,17592,"2027-02-24",793
28228,28228,"2027-02-25",794
9629,9629,"2027-02-25",794
21796,21796,"2027-02-26",795
25366,25366,"2027-02-26",795
14325,14325,"2027-02-26",795
6679,6679,"2027-02-26",795
2057,2057,"2027-02-26",795
10743,10743,"2027-02-27",796
8386,8386,"2027-02-27",796
24021,24021,"2027-02-27",796
13184,13184,"2027-02-27",796
26622,26622,"2027-02-27",796
30169,30169,"2027-02-27",796
10576,10576,"2027-02-27",796
10125,10125,"2027-02-28",797
32253,32253,"2027-02-28",797
12798,12798,"2027-02-28",797
32237,32237,"2027-02-28",797
20315,20315,"2027-02-28",797
12051,12051,"2027-02-28",797
28772,28772,"2027-03-01",798
21830,21830,"2027-03-01",798
25653,25653,"2027-03-01",798
26447,26447,"2027-03-02",799
17904,17904,"2027-03-02",799
30851,30851,"2027-03-02",799
1339,1339,"2027-03-02",799
6083,6083,"2027-03-02",799
28199,28199,"2027-03-02",799
9231,9231,"2027-03-02",799
15005,15005,"2027-03-02",799
6778,6778,"2027-03-02",799
26801,26801,"2027-03-03",800
5924,5924,"2027-03-03",800
28806,28806,"2027-03-04",801
7783,7783,"2027-03-04",801
17796,17796,"2027-03-04",801
28771,28771,"2027-03-04",801
13735,13735,"2027-03-04",801
7802,7802,"2027-03-05",802
13350,13350,"2027-03-05",802
25511,25511,"2027-03-05",802
4481,4481,"2027-03-05",802
24333,24333,"2027-03-06",803
24984,24984,"2027-03-06",803
12864,12864,"2027-03-06",803
6765,6765,"2027-03-06",803
5948,5948,"2027-03-06",803
13407,13407,"2027-03-06",803
10634,10634,"2027-03-06",803
25481,25481,"2027-03-07",804
8251,8251,"2027-03-07",804
2315,2315,"2027-03-07",804
25783,25783,"2027-03-07",804
10538,10538,"2027-03-07",804
1158,1158,"2027-03-07",804
18355,18355,"2027-03-07",804
15778,15778,"2027-03-07",804
28567,28567,"2027-03-07",804
21441,21441,"2027-03-08",805
30471,30471,"2027-03-08",805
10486,10486,"2027-03-08",805
31865,31865,"2027-03-09",806
4633,4633,"2027-03-10",807
20726,20726,"2027-03-10",807
31855,31855,"2027-03-10",807
10544,10544,"2027-03-11",808
19269,19269,"2027-03-11",808
24969,24969,"2027-03-11",808
17515,17515,"2027-03-11",808
14471,14471,"2027-03-11",808
4256,4256,"2027-03-11",808
10438,10438,"2027-03-11",808
7648,7648,"2027-03-11",808
14624,14624,"2027-03-11",808
8068,8068,"2027-03-12",809
18571,18571,"2027-03-12",809
1366,1366,"2027-03-12",809
26109,26109,"2027-03-12",809
28617,28617,"2027-03-13",810
2357,2357,"2027-03-13",810
27867,27867,"2027-03-13",810
31278,31278,"2027-03-13",810
32462,32462,"2027-03-13",810
5383,5383,"2027-03-14",811
16123,16123,"2027-03-14",811
20730,20730,"2027-03-14",811
8993,8993,"2027-03-14",811
2133,2133,"2027-03-14",811
17226,17226,"2027-03-14",811
2168,2168,"2027-03-14",811
22768,22768,"2027-03-15",812
18817,18817,"2027-03-15",812
17953,17953,"2027-03-15",812
2411,2411,"2027-03-16",813
758,758,"2027-03-17",814
1241,1241,"2027-03-17",814
26824,26824,"2027-03-18",815
27948,27948,"2027-03-18",815
23813,23813,"2027-03-18",815
23781,23781,"2027-03-18",815
3597,3597,"2027-03-18",815
933,933,"2027-03-18",815
5197,5197,"2027-03-19",816
5443,5443,"2027-03-19",816
1186,1186,"2027-03-19",816
3519,3519,"2027-03-19",816
17698,17698,"2027-03-19",816
12452,12452,"2027-03-20",817
26430,26430,"2027-03-20",817
15280,15280,"2027-03-20",817
6791,6791,"2027-03-21",818
889,889,"2027-03-21",818
25431,25431,"2027-03-21",818
15637,15637,"2027-03-22",819
17868,17868,"2027-03-22",819
862,862,"2027-03-22",819
20459,20459,"2027-03-22",819
15554,15554,"2027-03-23",820
28235,28235,"2027-03-23",820
26651,26651,"2027-03-24",821
3899,3899,"2027-03-24",821
7749,7749,"2027-03-24",821
20068,20068,"2027-03-24",821
16722,16722,"2027-03-25",822
14442,14442,"2027-03-25",822
25111,25111,"2027-03-25",822
16474,16474,"2027-03-25",822
24849,24849,"2027-03-26",823
12443,12443,"2027-03-26",823
19517,19517,"2027-03-26",823
33031,33031,"2027-03-26",823
1045,1045,"2027-03-26",823
11806,11806,"2027-03-27",824
12184,12184,"2027-03-27",824
18094,18094,"2027-03-27",824
12895,12895,"2027-03-27",824
3591,3591,"2027-03-27",824
436,436,"2027-03-28",825
10523,10523,"2027-03-28",825
2852,2852,"2027-03-28",825
24172,24172,"2027-03-28",825
29071,29071,"2027-03-28",825
25842,25842,"2027-03-28",825
19107,19107,"2027-03-28",825
8950,8950,"2027-03-29",826
18843,18843,"2027-03-29",826
8938,8938,"2027-03-29",826
23547,23547,"2027-03-30",827
22143,22143,"2027-03-30",827
8994,8994,"2027-03-30",827
114,114,"2027-03-30",827
17658,17658,"2027-03-30",827
16970,16970,"2027-03-31",828
30970,30970,"2027-03-31",828
7462,7462,"2027-03-31",828
8142,8142,"2027-04-01",829
17456,17456,"2027-04-01",829
5902,5902,"2027-04-01",829
9292,9292,"2027-04-01",829
10194,10194,"2027-04-01",829
24092,24092,"2027-04-01",829
3777,3777,"2027-04-02",830
26721,26721,"2027-04-02",830
23455,23455,"2027-04-02",830
26907,26907,"2027-04-02",830
12472,12472,"2027-04-03",831
5504,5504,"2027-04-03",831
19365,19365,"2027-04-03",831
20487,20487,"2027-04-04",832
12813,12813,"2027-04-04",832
26216,26216,"2027-04-04",832
14210,14210,"2027-04-04",832
8018,8018,"2027-04-04",832
12728,12728,"2027-04-04",832
27274,27274,"2027-04-05",833
14078,14078,"2027-04-05",833
27666,27666,"2027-04-05",833
11033,11033,"2027-04-05",833
32709,32709,"2027-04-05",833
3132,3132,"2027-04-06",834
23304,23304,"2027-04-06",834
5292,5292,"2027-04-07",835
24140,24140,"2027-04-07",835
17448,17448,"2027-04-07",835
30028,30028,"2027-04-07",835
19628,19628,"2027-04-07",835
17923,17923,"2027-04-08",836
12516,12516,"2027-04-08",836
31721,31721,"2027-04-09",837
17627,17627,"2027-04-09",837
1927,1927,"2027-04-09",837
28284,28284,"2027-04-09",837
637,637,"2027-04-09",837
2736,2736,"2027-04-10",838
20639,20639,"2027-04-10",838
14764,14764,"2027-04-10",838
5929,5929,"2027-04-10",838
13321,13321,"2027-04-10",838
17801,17801,"2027-04-11",839
29063,29063,"2027-04-11",839
21577,21577,"2027-04-11",839
13152,13152,"2027-04-12",840
28299,28299,"2027-04-12",840
22953,22953,"2027-04-12",840
14543,14543,"2027-04-13",841
13966,13966,"2027-04-13",841
26576,26576,"2027-04-13",841
29074,29074,"2027-04-14",842
27202,27202,"2027-04-14",842
24624,24624,"2027-04-14",842
19698,19698,"2027-04-14",842
22972,22972,"2027-04-14",842
32684,32684,"2027-04-15",843
27900,27900,"2027-04-15",843
4650,4650,"2027-04-15",843
16210,16210,"2027-04-15",843
10215,10215,"2027-04-15",843
10105,10105,"2027-04-16",844
23165,23165,"2027-04-16",844
1540,1540,"2027-04-16",844
17683,17683,"2027-04-16",844
28175,28175,"2027-04-17",845
30779,30779,"2027-04-18",846
29582,29582,"2027-04-18",846
23808,23808,"2027-04-18",846
19339,19339,"2027-04-18",846
32882,32882,"2027-04-18",846
3813,3813,"2027-04-18",846
11118,11118,"2027-04-18",846
17240,17240,"2027-04-19",847
7118,7118,"2027-04-19",847
7713,7713,"2027-04-19",847
21482,21482,"2027-04-19",847
24103,24103,"2027-04-20",848
10276,10276,"2027-04-20",848
18005,18005,"2027-04-20",848
8791,8791,"2027-04-21",849
23061,23061,"2027-04-21",849
17027,17027,"2027-04-21",849
31054,31054,"2027-04-21",849
5756,5756,"2027-04-21",849
28821,28821,"2027-04-21",849
21794,21794,"2027-04-22",850
7183,7183,"2027-04-22",850
8746,8746,"2027-04-23",851
16580,16580,"2027-04-23",851
30998,30998,"2027-04-23",851
12983,12983,"2027-04-23",851
1824,1824,"2027-04-23",851
25921,25921,"2027-04-24",852
20053,20053,"2027-04-24",852
7566,7566,"2027-04-24",852
27012,27012,"2027-04-24",852
14423,14423,"2027-04-24",852
4266,4266,"2027-04-24",852
25271,25271,"2027-04-24",852
29881,29881,"2027-04-24",852
30329,30329,"2027-04-25",853
32200,32200,"2027-04-25",853
32742,32742,"2027-04-25",853
5767,5767,"2027-04-25",853
26223,26223,"2027-04-26",854
11516,11516,"2027-04-26",854
30747,30747,"2027-04-26",854
14041,14041,"2027-04-26",854
11418,11418,"2027-04-26",854
23679,23679,"2027-04-27",855
11125,11125,"2027-04-27",855
32335,32335,"2027-04-27",855
28835,28835,"2027-04-28",856
19309,19309,"2027-04-28",856
7115,7115,"2027-04-29",857
31148,31148,"2027-04-29",857
11657,11657,"2027-04-29",857
2185,2185,"2027-04-29",857
27064,27064,"2027-04-30",858
26644,26644,"2027-04-30",858
1344,1344,"2027-04-30",858
27532,27532,"2027-05-01",859
14596,14596,"2027-05-01",859
14222,14222,"2027-05-01",859
8976,8976,"2027-05-01",859
10730,10730,"2027-05-01",859
17808,17808,"2027-05-02",860
28742,28742,"2027-05-02",860
21040,21040,"2027-05-02",860
13753,13753,"2027-05-02",860
2784,2784,"2027-05-02",860
24155,24155,"2027-05-02",860
2585,2585,"2027-05-02",860
5093,5093,"2027-05-02",860
1692,1692,"2027-05-03",861
2303,2303,"2027-05-03",861
2516,2516,"2027-05-03",861
13863,13863,"2027-05-03",861
6026,6026,"2027-05-03",861
19505,19505,"2027-05-03",861
24196,24196,"2027-05-03",861
4848,4848,"2027-05-04",862
7150,7150,"2027-05-04",862
11908,11908,"2027-05-04",862
6899,6899,"2027-05-04",862
19177,19177,"2027-05-04",862
15205,15205,"2027-05-04",862
1825,1825,"2027-05-04",862
28953,28953,"2027-05-05",863
33262,33262,"2027-05-05",863
24307,24307,"2027-05-06",864
31256,31256,"2027-05-06",864
16386,16386,"2027-05-06",864
9711,9711,"2027-05-06",864
730,730,"2027-05-06",864
11609,11609,"2027-05-06",864
20434,20434,"2027-05-07",865
17434,17434,"2027-05-07",865
20260,20260,"2027-05-07",865
23681,23681,"2027-05-07",865
12367,12367,"2027-05-07",865
11289,11289,"2027-05-07",865
19191,19191,"2027-05-08",866
27947,27947,"2027-05-08",866
7449,7449,"2027-05-09",867
3583,3583,"2027-05-09",867
29529,29529,"2027-05-09",867
7235,7235,"2027-05-09",867
5333,5333,"2027-05-10",868
15688,15688,"2027-05-10",868
17703,17703,"2027-05-10",868
19506,19506,"2027-05-11",869
27851,27851,"2027-05-11",869
8673,8673,"2027-05-11",869
15153,15153,"2027-05-11",869
28751,28751,"2027-05-12",870
1117,1117,"2027-05-12",870
28012,28012,"2027-05-12",870
8685,8685,"2027-05-12",870
19871,19871,"2027-05-13",871
27351,27351,"2027-05-13",871
3764,3764,"2027-05-13",871
20831,20831,"2027-05-13",871
13913,13913,"2027-05-13",871
29546,29546,"2027-05-14",872
30368,30368,"2027-05-14",872
25311,25311,"2027-05-14",872
1337,1337,"2027-05-14",872
15662,15662,"2027-05-14",872
4603,4603,"2027-05-15",873
18205,18205,"2027-05-15",873
8846,8846,"2027-05-15",873
18857,18857,"2027-05-15",873
24151,24151,"2027-05-15",873
1470,1470,"2027-05-15",873
24819,24819,"2027-05-16",874
19399,19399,"2027-05-16",874
13125,13125,"2027-05-16",874
1030,1030,"2027-05-16",874
20481,20481,"2027-05-16",874
15347,15347,"2027-05-16",874
6368,6368,"2027-05-17",875
33206,33206,"2027-05-17",875
33178,33178,"2027-05-17",875
13798,13798,"2027-05-17",875
15220,15220,"2027-05-17",875
14046,14046,"2027-05-18",876
152,152,"2027-05-18",876
20539,20539,"2027-05-18",876
26593,26593,"2027-05-18",876
31600,31600,"2027-05-18",876
19299,19299,"2027-05-18",876
11695,11695,"2027-05-18",876
18068,18068,"2027-05-19",877
15455,15455,"2027-05-19",877
25924,25924,"2027-05-19",877
29885,29885,"2027-05-19",877
18121,18121,"2027-05-19",877
25610,25610,"2027-05-19",877
7987,7987,"2027-05-19",877
17649,17649,"2027-05-20",878
4912,4912,"2027-05-20",878
12055,12055,"2027-05-21",879
31321,31321,"2027-05-21",879
20860,20860,"2027-05-21",879
26241,26241,"2027-05-21",879
11438,11438,"2027-05-21",879
1873,1873,"2027-05-22",880
15194,15194,"2027-05-23",881
30049,30049,"2027-05-23",881
6120,6120,"2027-05-23",881
22459,22459,"2027-05-23",881
18299,18299,"2027-05-24",882
5390,5390,"2027-05-24",882
3354,3354,"2027-05-24",882
15735,15735,"2027-05-24",882
18337,18337,"2027-05-24",882
30630,30630,"2027-05-25",883
31446,31446,"2027-05-25",883
32818,32818,"2027-05-25",883
6130,6130,"2027-05-26",884
13736,13736,"2027-05-26",884
27720,27720,"2027-05-26",884
15896,15896,"2027-05-27",885
6049,6049,"2027-05-27",885
20987,20987,"2027-05-27",885
2785,2785,"2027-05-28",886
11904,11904,"2027-05-28",886
30924,30924,"2027-05-29",887
13514,13514,"2027-05-30",888
31837,31837,"2027-05-30",888
29890,29890,"2027-05-30",888
19387,19387,"2027-05-30",888
27399,27399,"2027-05-30",888
22011,22011,"2027-05-31",889
27117,27117,"2027-05-31",889
24752,24752,"2027-05-31",889
21345,21345,"2027-05-31",889
9206,9206,"2027-05-31",889
15978,15978,"2027-06-01",890
11996,11996,"2027-06-01",890
2480,2480,"2027-06-02",891
1781,1781,"2027-06-02",891
29092,29092,"2027-06-02",891
26840,26840,"2027-06-02",891
2131,2131,"2027-06-02",891
28272,28272,"2027-06-02",891
10017,10017,"2027-06-03",892
30490,30490,"2027-06-03",892
22795,22795,"2027-06-03",892
7569,7569,"2027-06-03",892
1052,1052,"2027-06-03",892
17503,17503,"2027-06-03",892
30073,30073,"2027-06-03",892
31365,31365,"2027-06-04",893
28398,28398,"2027-06-04",893
21096,21096,"2027-06-04",893
8738,8738,"2027-06-04",893
8140,8140,"2027-06-04",893
2341,2341,"2027-06-05",894
19572,19572,"2027-06-05",894
31185,31185,"2027-06-05",894
26502,26502,"2027-06-05",894
7594,7594,"2027-06-05",894
24284,24284,"2027-06-05",894
5300,5300,"2027-06-06",895
19747,19747,"2027-06-06",895
21750,21750,"2027-06-06",895
12592,12592,"2027-06-06",895
6235,6235,"2027-06-06",895
19665,19665,"2027-06-07",896
5895,5895,"2027-06-07",896
17045,17045,"2027-06-08",897
3610,3610,"2027-06-08",897
18607,18607,"2027-06-08",897
4802,4802,"2027-06-08",897
29395,29395,"2027-06-08",897
27187,27187,"2027-06-09",898
10610,10610,"2027-06-09",898
9387,9387,"2027-06-09",898
19320,19320,"2027-06-09",898
8650,8650,"2027-06-10",899
14219,14219,"2027-06-10",899
16908,16908,"2027-06-10",899
24767,24767,"2027-06-10",899
18669,18669,"2027-06-10",899
18858,18858,"2027-06-10",899
19229,19229,"2027-06-10",899
28418,28418,"2027-06-11",900
1088,1088,"2027-06-11",900
12847,12847,"2027-06-11",900
21263,21263,"2027-06-12",901
29979,29979,"2027-06-12",901
21520,21520,"2027-06-12",901
57,57,"2027-06-12",901
9147,9147,"2027-06-12",901
4018,4018,"2027-06-13",902
16458,16458,"2027-06-15",904
32294,32294,"2027-06-15",904
21353,21353,"2027-06-15",904
3232,3232,"2027-06-15",904
1157,1157,"2027-06-15",904
2476,2476,"2027-06-15",904
4304,4304,"2027-06-15",904
3217,3217,"2027-06-15",904
9173,9173,"2027-06-15",904
21022,21022,"2027-06-15",904
8677,8677,"2027-06-15",904
17173,17173,"2027-06-16",905
16852,16852,"2027-06-16",905
27533,27533,"2027-06-16",905
7029,7029,"2027-06-16",905
17663,17663,"2027-06-17",906
13925,13925,"2027-06-17",906
10286,10286,"2027-06-18",907
15215,15215,"2027-06-18",907
19985,19985,"2027-06-18",907
17664,17664,"2027-06-18",907
25850,25850,"2027-06-19",908
17573,17573,"2027-06-19",908
23198,23198,"2027-06-19",908
26204,26204,"2027-06-20",909
8245,8245,"2027-06-20",909
12605,12605,"2027-06-20",909
32884,32884,"2027-06-20",909
3629,3629,"2027-06-20",909
10829,10829,"2027-06-20",909
27154,27154,"2027-06-20",909
11694,11694,"2027-06-20",909
9854,9854,"2027-06-21",910
5930,5930,"2027-06-21",910
7234,7234,"2027-06-21",910
2097,2097,"2027-06-21",910
11870,11870,"2027-06-22",911
21327,21327,"2027-06-22",911
22649,22649,"2027-06-22",911
27656,27656,"2027-06-23",912
22498,22498,"2027-06-23",912
15461,15461,"2027-06-23",912
25496,25496,"2027-06-24",913
31914,31914,"2027-06-25",914
3544,3544,"2027-06-25",914
25606,25606,"2027-06-25",914
32946,32946,"2027-06-25",914
29797,29797,"2027-06-25",914
21312,21312,"2027-06-26",915
12575,12575,"2027-06-26",915
23938,23938,"2027-06-26",915
24994,24994,"2027-06-27",916
31873,31873,"2027-06-27",916
22182,22182,"2027-06-27",916
11190,11190,"2027-06-29",918
17452,17452,"2027-06-29",918
20737,20737,"2027-06-29",918
15543,15543,"2027-06-29",918
27146,27146,"2027-06-30",919
29300,29300,"2027-06-30",919
15287,15287,"2027-06-30",919
24818,24818,"2027-06-30",919
25636,25636,"2027-07-01",920
12426,12426,"2027-07-01",920
9756,9756,"2027-07-01",920
30900,30900,"2027-07-01",920
18258,18258,"2027-07-02",921
21625,21625,"2027-07-02",921
32816,32816,"2027-07-02",921
9525,9525,"2027-07-03",922
22088,22088,"2027-07-03",922
13025,13025,"2027-07-04",923
5081,5081,"2027-07-04",923
17772,17772,"2027-07-04",923
19182,19182,"2027-07-05",924
12358,12358,"2027-07-05",924
7889,7889,"2027-07-05",924
9982,9982,"2027-07-05",924
13313,13313,"2027-07-05",924
29601,29601,"2027-07-06",925
16766,16766,"2027-07-06",925
15957,15957,"2027-07-06",925
11502,11502,"2027-07-06",925
5225,5225,"2027-07-06",925
181,181,"2027-07-07",926
10424,10424,"2027-07-07",926
26589,26589,"2027-07-07",926
9590,9590,"2027-07-07",926
6842,6842,"2027-07-07",926
22917,22917,"2027-07-08",927
26805,26805,"2027-07-08",927
19248,19248,"2027-07-08",927
9217,9217,"2027-07-08",927
10142,10142,"2027-07-08",927
9318,9318,"2027-07-08",927
30789,30789,"2027-07-08",927
32627,32627,"2027-07-09",928
9070,9070,"2027-07-09",928
31932,31932,"2027-07-09",928
31966,31966,"2027-07-09",928
3880,3880,"2027-07-09",928
24877,24877,"2027-07-09",928
21818,21818,"2027-07-10",929
6948,6948,"2027-07-10",929
18019,18019,"2027-07-11",930
23843,23843,"2027-07-11",930
16895,16895,"2027-07-11",930
1834,1834,"2027-07-11",930
10119,10119,"2027-07-12",931
